State,GEOID,Type
Texas,48107950100,Low-Income Community
Texas,48107950200,Low-Income Community
Texas,48113002000,Low-Income Community
Texas,48113004100,Low-Income Community
Texas,48113005400,Low-Income Community
Texas,48113005700,Low-Income Community
Texas,48113008704,Low-Income Community
Texas,48113009301,Low-Income Community
Texas,48113010101,Low-Income Community
Texas,48113012207,Low-Income Community
Texas,48113012302,Low-Income Community
Texas,48113012701,Low-Income Community
Texas,48113015304,Low-Income Community
Texas,48113015900,Low-Income Community
Texas,48113016621,Low-Income Community
Texas,48113018111,Low-Income Community
Texas,48113018505,Low-Income Community
Texas,48113020300,Low-Income Community
Texas,48113020400,Low-Income Community
Texas,48113020500,Low-Income Community
Texas,48115950402,Low-Income Community
Texas,48119950200,Low-Income Community
Texas,48121020602,Low-Income Community
Texas,48121021618,Low-Income Community
Texas,48121021739,Low-Income Community
Texas,48123970200,Low-Income Community
Texas,48125950300,Low-Income Community
Texas,48129950200,Low-Income Community
Texas,48133950100,Low-Income Community
Texas,48133950200,Low-Income Community
Texas,48135002700,Low-Income Community
Texas,48139060400,Low-Income Community
Texas,48139061000,Low-Income Community
Texas,48139061200,Low-Income Community
Texas,48139061300,Low-Income Community
Texas,48139061600,Low-Income Community
Texas,48141001203,Low-Income Community
Texas,48141001900,Low-Income Community
Texas,48141003000,Low-Income Community
Texas,48141003200,Low-Income Community
Texas,48141003501,Low-Income Community
Texas,48141003804,Low-Income Community
Texas,48141010102,Low-Income Community
Texas,48141010220,Low-Income Community
Texas,48141010334,Low-Income Community
Texas,48141010335,Low-Income Community
Texas,48141010340,Low-Income Community
Texas,48141010344,Low-Income Community
Texas,48141010347,Low-Income Community
Texas,48141010501,Low-Income Community
Texas,48141010504,Low-Income Community
Texas,48141010506,Low-Income Community
Texas,48143950201,Low-Income Community
Texas,48143950202,Low-Income Community
Texas,48143950300,Low-Income Community
Texas,48145000400,Low-Income Community
Texas,48147950402,Low-Income Community
Texas,48151950400,Low-Income Community
Texas,48157670200,Low-Income Community
Texas,48157670400,Low-Income Community
Texas,48157673700,Low-Income Community
Texas,48157674900,Low-Income Community
Texas,48157675400,Low-Income Community
Texas,48159950300,Low-Income Community
Texas,48167722200,Low-Income Community
Texas,48167722800,Low-Income Community
Texas,48167722900,Low-Income Community
Texas,48167723000,Low-Income Community
Texas,48167723700,Low-Income Community
Texas,48167724101,Low-Income Community
Texas,48167724800,Low-Income Community
Texas,48167726200,Low-Income Community
Texas,48177000300,Low-Income Community
Texas,48177000500,Low-Income Community
Texas,48179950600,Low-Income Community
Texas,48181000200,Low-Income Community
Texas,48181000502,Low-Income Community
Texas,48181000902,Low-Income Community
Texas,48181002000,Low-Income Community
Texas,48183000800,Low-Income Community
Texas,48183001100,Low-Income Community
Texas,48183001400,Low-Income Community
Texas,48183010200,Low-Income Community
Texas,48183010500,Low-Income Community
Texas,48183010700,Low-Income Community
Texas,48185180101,Low-Income Community
Texas,48185180102,Low-Income Community
Texas,48185180200,Low-Income Community
Texas,48189950100,Low-Income Community
Texas,48191950500,Low-Income Community
Texas,48199030100,Low-Income Community
Texas,48199030700,Low-Income Community
Texas,48199030800,Low-Income Community
Texas,48201100000,Low-Income Community
Texas,48201210400,Low-Income Community
Texas,48201210500,Low-Income Community
Texas,48201210600,Low-Income Community
Texas,48201210700,Low-Income Community
Texas,48201210800,Low-Income Community
Texas,48201211000,Low-Income Community
Texas,48201211300,Low-Income Community
Texas,48201211400,Low-Income Community
Texas,48201211500,Low-Income Community
Texas,48201211600,Low-Income Community
Texas,48201212300,Low-Income Community
Texas,48201220100,Low-Income Community
Texas,48201220200,Low-Income Community
Texas,48201220800,Low-Income Community
Texas,48201222501,Low-Income Community
Texas,48201222503,Low-Income Community
Texas,48201222600,Low-Income Community
Texas,48201222700,Low-Income Community
Texas,48201230200,Low-Income Community
Texas,48201230600,Low-Income Community
Texas,48201230700,Low-Income Community
Texas,48201231000,Low-Income Community
Texas,48201231100,Low-Income Community
Texas,48201231200,Low-Income Community
Texas,48201231400,Low-Income Community
Texas,48201231500,Low-Income Community
Texas,48201233500,Low-Income Community
Texas,48201240100,Low-Income Community
Texas,48201240501,Low-Income Community
Texas,48201240502,Low-Income Community
Texas,48201240600,Low-Income Community
Texas,48201253800,Low-Income Community
Texas,48201254300,Low-Income Community
Texas,48201254600,Low-Income Community
Texas,48201310100,Low-Income Community
Texas,48201310300,Low-Income Community
Texas,48201310400,Low-Income Community
Texas,48201310500,Low-Income Community
Texas,48201310600,Low-Income Community
Texas,48201310800,Low-Income Community
Texas,48201310900,Low-Income Community
Texas,48201311000,Low-Income Community
Texas,48201311600,Low-Income Community
Texas,48201311700,Low-Income Community
Texas,48201312000,Low-Income Community
Texas,48201312200,Low-Income Community
Texas,48201312300,Low-Income Community
Texas,48201312400,Low-Income Community
Texas,48201312500,Low-Income Community
Texas,48201312700,Low-Income Community
Texas,48201312800,Low-Income Community
Texas,48201312900,Low-Income Community
Texas,48201313000,Low-Income Community
Texas,48201313200,Low-Income Community
Texas,48201313300,Low-Income Community
Texas,48201313400,Low-Income Community
Texas,48201313500,Low-Income Community
Texas,48201313600,Low-Income Community
Texas,48201313700,Low-Income Community
Texas,48201313800,Low-Income Community
Texas,48201314001,Low-Income Community
Texas,48201314002,Low-Income Community
Texas,48201314300,Low-Income Community
Texas,48201314400,Low-Income Community
Texas,48201321900,Low-Income Community
Texas,48201322100,Low-Income Community
Texas,48201322200,Low-Income Community
Texas,48201323702,Low-Income Community
Texas,48201324100,Low-Income Community
Texas,48201331100,Low-Income Community
Texas,48201331200,Low-Income Community
Texas,48201331300,Low-Income Community
Texas,48201331400,Low-Income Community
Texas,48201331700,Low-Income Community
Texas,48201331800,Low-Income Community
Texas,48201332000,Low-Income Community
Texas,48201342300,Low-Income Community
Texas,48201421101,Low-Income Community
Texas,48201421102,Low-Income Community
Texas,48201421201,Low-Income Community
Texas,48201421202,Low-Income Community
Texas,48201421300,Low-Income Community
Texas,48201421401,Low-Income Community
Texas,48201421402,Low-Income Community
Texas,48201421403,Low-Income Community
Texas,48201421500,Low-Income Community
Texas,48201421600,Low-Income Community
Texas,48201422302,Low-Income Community
Texas,48201422701,Low-Income Community
Texas,48201433600,Low-Income Community
Texas,48201452500,Low-Income Community
Texas,48201453200,Low-Income Community
Texas,48201453300,Low-Income Community
Texas,48201453401,Low-Income Community
Texas,48201530800,Low-Income Community
Texas,48201531800,Low-Income Community
Texas,48201531900,Low-Income Community
Texas,48201532001,Low-Income Community
Texas,48201532700,Low-Income Community
Texas,48201532800,Low-Income Community
Texas,48201533000,Low-Income Community
Texas,48201533300,Low-Income Community
Texas,48201533400,Low-Income Community
Texas,48201533702,Low-Income Community
Texas,48203020102,Low-Income Community
Texas,48203020103,Low-Income Community
Texas,48203020302,Low-Income Community
Texas,48203020401,Low-Income Community
Texas,48203020402,Low-Income Community
Texas,48207950300,Low-Income Community
Texas,48209010200,Low-Income Community
Texas,48209010303,Low-Income Community
Texas,48209010701,Low-Income Community
Texas,48209010702,Low-Income Community
Texas,48213950602,Low-Income Community
Texas,48213950700,Low-Income Community
Texas,48213950901,Low-Income Community
Texas,48213950902,Low-Income Community
Texas,48213951000,Low-Income Community
Texas,48213951200,Low-Income Community
Texas,48215020102,Low-Income Community
Texas,48215020201,Low-Income Community
Texas,48215020503,Low-Income Community
Texas,48215021302,Low-Income Community
Texas,48215021303,Low-Income Community
Texas,48215021304,Low-Income Community
Texas,48215021305,Low-Income Community
Texas,48215021401,Low-Income Community
Texas,48215021701,Low-Income Community
Texas,48215021702,Low-Income Community
Texas,48215022103,Low-Income Community
Texas,48215022106,Low-Income Community
Texas,48215022401,Low-Income Community
Texas,48215022402,Low-Income Community
Texas,48215023103,Low-Income Community
Texas,48215023104,Low-Income Community
Texas,48215023503,Low-Income Community
Texas,48215024108,Low-Income Community
Texas,48215024114,Low-Income Community
Texas,48215024201,Low-Income Community
Texas,48215024203,Low-Income Community
Texas,48215024204,Low-Income Community
Texas,48215024205,Low-Income Community
Texas,48217960100,Low-Income Community
Texas,48217960900,Low-Income Community
Texas,48219950100,Low-Income Community
Texas,48219950400,Low-Income Community
Texas,48223950600,Low-Income Community
Texas,48223950700,Low-Income Community
Texas,48223950800,Low-Income Community
Texas,48227950500,Low-Income Community
Texas,48231960200,Low-Income Community
Texas,48231960500,Low-Income Community
Texas,48231960600,Low-Income Community
Texas,48231960700,Low-Income Community
Texas,48231960800,Low-Income Community
Texas,48231961300,Low-Income Community
Texas,48231961503,Low-Income Community
Texas,48231961600,Low-Income Community
Texas,48241950200,Low-Income Community
Texas,48241950300,Low-Income Community
Texas,48245002500,Low-Income Community
Texas,48245005400,Low-Income Community
Texas,48245005900,Low-Income Community
Texas,48245006100,Low-Income Community
Texas,48245006300,Low-Income Community
Texas,48245010100,Low-Income Community
Texas,48245011700,Low-Income Community
Texas,48245011800,Low-Income Community
Texas,48247950200,Low-Income Community
Texas,48247950400,Low-Income Community
Texas,48251130212,Low-Income Community
Texas,48251130302,Low-Income Community
Texas,48253020400,Low-Income Community
Texas,48255970200,Low-Income Community
Texas,48255970300,Low-Income Community
Texas,48257050300,Low-Income Community
Texas,48257050400,Low-Income Community
Texas,48257050500,Low-Income Community
Texas,48257050704,Low-Income Community
Texas,48257051201,Low-Income Community
Texas,48257051300,Low-Income Community
Texas,48265960500,Low-Income Community
Texas,48265960800,Low-Income Community
Texas,48273020200,Low-Income Community
Texas,48273020300,Low-Income Community
Texas,48277000300,Low-Income Community
Texas,48277000500,Low-Income Community
Texas,48277000600,Low-Income Community
Texas,48277000700,Low-Income Community
Texas,48277000800,Low-Income Community
Texas,48279950500,Low-Income Community
Texas,48279950600,Low-Income Community
Texas,48283950300,Low-Income Community
Texas,48285000600,Low-Income Community
Texas,48287000400,Low-Income Community
Texas,48291700100,Low-Income Community
Texas,48291700200,Low-Income Community
Texas,48291700300,Low-Income Community
Texas,48291700400,Low-Income Community
Texas,48291700600,Low-Income Community
Texas,48291701200,Low-Income Community
Texas,48291701300,Low-Income Community
Texas,48293970400,Low-Income Community
Texas,48293970600,Low-Income Community
Texas,48299970200,Low-Income Community
Texas,48299970500,Low-Income Community
Texas,48299970600,Low-Income Community
Texas,48301950100,Low-Income Community
Texas,48303000100,Low-Income Community
Texas,48303000201,Low-Income Community
Texas,48303000301,Low-Income Community
Texas,48303000302,Low-Income Community
Texas,48303000700,Low-Income Community
Texas,48303000900,Low-Income Community
Texas,48303001000,Low-Income Community
Texas,48303010200,Low-Income Community
Texas,48309000100,Low-Income Community
Texas,48309001200,Low-Income Community
Texas,48309001500,Low-Income Community
Texas,48309003602,Low-Income Community
Texas,48309004201,Low-Income Community
Texas,48313000100,Low-Income Community
Texas,48315950300,Low-Income Community
Texas,48321730201,Low-Income Community
Texas,48321730501,Low-Income Community
Texas,48321730600,Low-Income Community
Texas,48321730700,Low-Income Community
Texas,48323950201,Low-Income Community
Texas,48323950601,Low-Income Community
Texas,48325000402,Low-Income Community
Texas,48325000500,Low-Income Community
Texas,48331950402,Low-Income Community
Texas,48331950700,Low-Income Community
Texas,48339692200,Low-Income Community
Texas,48339692500,Low-Income Community
Texas,48339692601,Low-Income Community
Texas,48339692602,Low-Income Community
Texas,48339692700,Low-Income Community
Texas,48339692802,Low-Income Community
Texas,48339693000,Low-Income Community
Texas,48339693400,Low-Income Community
Texas,48339693500,Low-Income Community
Texas,48339694000,Low-Income Community
Texas,48339694101,Low-Income Community
Texas,48343950100,Low-Income Community
Texas,48343950200,Low-Income Community
Texas,48343950300,Low-Income Community
Texas,48345950100,Low-Income Community
Texas,48347950301,Low-Income Community
Texas,48347950302,Low-Income Community
Texas,48347950700,Low-Income Community
Texas,48347950800,Low-Income Community
Texas,48347950900,Low-Income Community
Texas,48347951000,Low-Income Community
Texas,48349970100,Low-Income Community
Texas,48349970200,Low-Income Community
Texas,48349970500,Low-Income Community
Texas,48349970600,Low-Income Community
Texas,48349970700,Low-Income Community
Texas,48349970800,Low-Income Community
Texas,48349970900,Low-Income Community
Texas,48351950200,Low-Income Community
Texas,48351950300,Low-Income Community
Texas,48355001000,Low-Income Community
Texas,48355001602,Low-Income Community
Texas,48355002001,Low-Income Community
Texas,48355002200,Low-Income Community
Texas,48355002704,Low-Income Community
Texas,48355002900,Low-Income Community
Texas,48355005602,Low-Income Community
Texas,48355006300,Low-Income Community
Texas,48355006400,Low-Income Community
Texas,48361020200,Low-Income Community
Texas,48361020300,Low-Income Community
Texas,48361020500,Low-Income Community
Texas,48361020700,Low-Income Community
Texas,48361020900,Low-Income Community
Texas,48363000500,Low-Income Community
Texas,48363000600,Low-Income Community
Texas,48363000800,Low-Income Community
Texas,48373210101,Low-Income Community
Texas,48373210102,Low-Income Community
Texas,48373210203,Low-Income Community
Texas,48373210204,Low-Income Community
Texas,48373210301,Low-Income Community
Texas,48373210400,Low-Income Community
Texas,48375015400,Low-Income Community
Texas,48377950200,Low-Income Community
Texas,48389950100,Low-Income Community
Texas,48395960200,Low-Income Community
Texas,48401950501,Low-Income Community
Texas,48401950502,Low-Income Community
Texas,48401951000,Low-Income Community
Texas,48403950300,Low-Income Community
Texas,48405950100,Low-Income Community
Texas,48405950300,Low-Income Community
Texas,48407200101,Low-Income Community
Texas,48409010800,Low-Income Community
Texas,48411950100,Low-Income Community
Texas,48419950100,Low-Income Community
Texas,48419950200,Low-Income Community
Texas,48419950300,Low-Income Community
Texas,48419950400,Low-Income Community
Texas,48423000100,Low-Income Community
Texas,48423000201,Low-Income Community
Texas,48423000202,Low-Income Community
Texas,48423000400,Low-Income Community
Texas,48423000500,Low-Income Community
Texas,48423000900,Low-Income Community
Texas,48423001500,Low-Income Community
Texas,48423001601,Low-Income Community
Texas,48423001700,Low-Income Community
Texas,48423001801,Low-Income Community
Texas,48423001802,Low-Income Community
Texas,48423002101,Low-Income Community
Texas,48425000200,Low-Income Community
Texas,48427950104,Low-Income Community
Texas,48427950105,Low-Income Community
Texas,48427950106,Low-Income Community
Texas,48427950107,Low-Income Community
Texas,48427950202,Low-Income Community
Texas,48427950204,Low-Income Community
Texas,48427950401,Low-Income Community
Texas,48427950402,Low-Income Community
Texas,48429950300,Low-Income Community
Texas,48439100201,Low-Income Community
Texas,48439100202,Low-Income Community
Texas,48439100300,Low-Income Community
Texas,48439103800,Low-Income Community
Texas,48439106201,Low-Income Community
Texas,48439122900,Low-Income Community
Texas,48439123500,Low-Income Community
Texas,48441011700,Low-Income Community
Texas,48441013000,Low-Income Community
Texas,48445950400,Low-Income Community
Texas,48449950300,Low-Income Community
Texas,48451001702,Low-Income Community
Texas,48453001712,Low-Income Community
Texas,48453001804,Low-Income Community
Texas,48453001832,Low-Income Community
Texas,48453001842,Low-Income Community
Texas,48453002106,Low-Income Community
Texas,48453002109,Low-Income Community
Texas,48453002111,Low-Income Community
Texas,48453002112,Low-Income Community
Texas,48453002209,Low-Income Community
Texas,48453002307,Low-Income Community
Texas,48453002312,Low-Income Community
Texas,48453002313,Low-Income Community
Texas,48453002319,Low-Income Community
Texas,48453002410,Low-Income Community
Texas,48453002411,Low-Income Community
Texas,48453002413,Low-Income Community
Texas,48453002427,Low-Income Community
Texas,48453002432,Low-Income Community
Texas,48453002433,Low-Income Community
Texas,48453002435,Low-Income Community
Texas,48453002436,Low-Income Community
Texas,48455950200,Low-Income Community
Texas,48455950400,Low-Income Community
Texas,48455950500,Low-Income Community
Texas,48457950200,Low-Income Community
Texas,48457950300,Low-Income Community
Texas,48465950400,Low-Income Community
Texas,48467950500,Low-Income Community
Texas,48469000100,Low-Income Community
Texas,48469000201,Low-Income Community
Texas,48469000202,Low-Income Community
Texas,48469000301,Low-Income Community
Texas,48469000302,Low-Income Community
Texas,48469000700,Low-Income Community
Texas,48469001601,Low-Income Community
Texas,48471790102,Low-Income Community
Texas,48471790400,Low-Income Community
Texas,48471790500,Low-Income Community
Texas,48471790600,Low-Income Community
Texas,48473680200,Low-Income Community
Texas,48473680500,Low-Income Community
Texas,48477170100,Low-Income Community
Texas,48479000105,Low-Income Community
Texas,48479000106,Low-Income Community
Texas,48479001816,Low-Income Community
Texas,48479001818,Low-Income Community
Texas,48481740200,Low-Income Community
Texas,48481740300,Low-Income Community
Texas,48481740500,Low-Income Community
Texas,48481740700,Low-Income Community
Texas,48481740800,Low-Income Community
Texas,48481741000,Low-Income Community
Texas,48485011200,Low-Income Community
Texas,48485011300,Low-Income Community
Texas,48485011500,Low-Income Community
Texas,48487950500,Low-Income Community
Texas,48487950700,Low-Income Community
Texas,48489950300,Low-Income Community
Texas,48489950400,Low-Income Community
Texas,48489950500,Low-Income Community
Texas,48489950600,Low-Income Community
Texas,48489950700,Low-Income Community
Texas,48491020201,Low-Income Community
Texas,48491020808,Low-Income Community
Texas,48491021300,Low-Income Community
Texas,48491021602,Low-Income Community
Texas,48493000201,Low-Income Community
Texas,48497150200,Low-Income Community
Texas,48499950200,Low-Income Community
Texas,48499950400,Low-Income Community
Texas,48499950601,Low-Income Community
Texas,48499950700,Low-Income Community
Texas,48505950400,Low-Income Community
Texas,48507950100,Low-Income Community
Texas,48507950200,Low-Income Community
Texas,48507950302,Low-Income Community
Utah,49001100100,Low-Income Community
Utah,49003960300,Low-Income Community
Utah,49003960601,Low-Income Community
Utah,49005000900,Low-Income Community
Utah,49005001002,Low-Income Community
Utah,49007000600,Low-Income Community
Utah,49011125701,Low-Income Community
Utah,49011125702,Low-Income Community
Utah,49011126001,Low-Income Community
Utah,49013940300,Low-Income Community
Utah,49017000300,Low-Income Community
Utah,49019000300,Low-Income Community
Utah,49021110300,Low-Income Community
Utah,49021110600,Low-Income Community
Utah,49027974300,Low-Income Community
Utah,49035100600,Low-Income Community
Utah,49035102500,Low-Income Community
Utah,49035102600,Low-Income Community
Utah,49035102702,Low-Income Community
Utah,49035111500,Low-Income Community
Utah,49035111600,Low-Income Community
Utah,49035111802,Low-Income Community
Utah,49035112403,Low-Income Community
Utah,49035112907,Low-Income Community
Utah,49035113305,Low-Income Community
Utah,49035113513,Low-Income Community
Utah,49035113802,Low-Income Community
Utah,49035113906,Low-Income Community
Utah,49035114000,Low-Income Community
Utah,49035114500,Low-Income Community
Utah,49037942100,Low-Income Community
Utah,49039972400,Low-Income Community
Utah,49041975300,Low-Income Community
Utah,49045130900,Low-Income Community
Utah,49049000400,Low-Income Community
Utah,49049002400,Low-Income Community
Utah,49049002500,Low-Income Community
Utah,49049002801,Low-Income Community
Utah,49049002802,Low-Income Community
Utah,49053270300,Low-Income Community
Utah,49053271300,Low-Income Community
Utah,49057200400,Low-Income Community
Utah,49057200800,Low-Income Community
Utah,49057200900,Low-Income Community
Utah,49057201100,Low-Income Community
Utah,49057210800,Low-Income Community
Vermont,50001960300,Low-Income Community
Vermont,50003970900,Low-Income Community
Vermont,50003971200,Low-Income Community
Vermont,50005957200,Low-Income Community
Vermont,50005957400,Low-Income Community
Vermont,50005957500,Low-Income Community
Vermont,50007000500,Low-Income Community
Vermont,50007001000,Low-Income Community
Vermont,50007002400,Low-Income Community
Vermont,50007002500,Low-Income Community
Vermont,50007003600,Low-Income Community
Vermont,50011010700,Low-Income Community
Vermont,50015953200,Low-Income Community
Vermont,50017959400,Non-LIC Contiguous
Vermont,50019951400,Low-Income Community
Vermont,50019951500,Low-Income Community
Vermont,50021963100,Low-Income Community
Vermont,50021963200,Low-Income Community
Vermont,50021963300,Low-Income Community
Vermont,50023955200,Low-Income Community
Vermont,50025967000,Low-Income Community
Vermont,50025968500,Low-Income Community
Vermont,50027965100,Low-Income Community
Vermont,50027966600,Low-Income Community
Vermont,50027966700,Non-LIC Contiguous
Virgin Islands,78010970200,Low-Income Community
Virgin Islands,78010970300,Low-Income Community
Virgin Islands,78010970800,Low-Income Community
Virgin Islands,78010970900,Low-Income Community
Virgin Islands,78010971000,Low-Income Community
Virgin Islands,78010971100,Low-Income Community
Virgin Islands,78010971200,Low-Income Community
Virgin Islands,78010971300,Low-Income Community
Virgin Islands,78010971400,Low-Income Community
Virgin Islands,78030960800,Non-LIC Contiguous
Virgin Islands,78030960900,Low-Income Community
Virgin Islands,78030961000,Low-Income Community
Virgin Islands,78030961100,Low-Income Community
Virgin Islands,78030961200,Low-Income Community
Virginia,51001090100,Low-Income Community
Virginia,51001090200,Low-Income Community
Virginia,51003010700,Low-Income Community
Virginia,51003011302,Low-Income Community
Virginia,51005080202,Low-Income Community
Virginia,51009010502,Low-Income Community
Virginia,51011040100,Low-Income Community
Virginia,51013102701,Low-Income Community
Virginia,51013103100,Low-Income Community
Virginia,51015071200,Low-Income Community
Virginia,51019030605,Low-Income Community
Virginia,51019050100,Low-Income Community
Virginia,51025930203,Low-Income Community
Virginia,51027010300,Low-Income Community
Virginia,51031020500,Low-Income Community
Virginia,51031020900,Low-Income Community
Virginia,51033030100,Low-Income Community
Virginia,51035080200,Low-Income Community
Virginia,51037930100,Low-Income Community
Virginia,51041100107,Low-Income Community
Virginia,51041100210,Low-Income Community
Virginia,51041100407,Low-Income Community
Virginia,51041100600,Low-Income Community
Virginia,51047930400,Low-Income Community
Virginia,51049930200,Low-Income Community
Virginia,51051040300,Low-Income Community
Virginia,51053840500,Low-Income Community
Virginia,51057950700,Low-Income Community
Virginia,51059415401,Low-Income Community
Virginia,51059421500,Low-Income Community
Virginia,51059421600,Low-Income Community
Virginia,51059421800,Low-Income Community
Virginia,51059451400,Low-Income Community
Virginia,51059451502,Low-Income Community
Virginia,51059452801,Low-Income Community
Virginia,51059481000,Low-Income Community
Virginia,51059482100,Low-Income Community
Virginia,51061930706,Low-Income Community
Virginia,51067020500,Low-Income Community
Virginia,51069051102,Low-Income Community
Virginia,51071930100,Low-Income Community
Virginia,51073100301,Low-Income Community
Virginia,51077060201,Low-Income Community
Virginia,51081880101,Low-Income Community
Virginia,51083930301,Low-Income Community
Virginia,51083930600,Low-Income Community
Virginia,51083930800,Low-Income Community
Virginia,51087200105,Low-Income Community
Virginia,51087200106,Non-LIC Contiguous
Virginia,51087200303,Low-Income Community
Virginia,51087200501,Low-Income Community
Virginia,51087200805,Low-Income Community
Virginia,51087201501,Low-Income Community
Virginia,51087201502,Non-LIC Contiguous
Virginia,51089010100,Low-Income Community
Virginia,51089010300,Low-Income Community
Virginia,51089010602,Low-Income Community
Virginia,51089010700,Low-Income Community
Virginia,51089010800,Low-Income Community
Virginia,51095080102,Low-Income Community
Virginia,51097950500,Low-Income Community
Virginia,51103030200,Low-Income Community
Virginia,51105950500,Low-Income Community
Virginia,51107611501,Low-Income Community
Virginia,51107611700,Low-Income Community
Virginia,51117930101,Low-Income Community
Virginia,51117930200,Low-Income Community
Virginia,51121020700,Low-Income Community
Virginia,51121020900,Low-Income Community
Virginia,51131930300,Low-Income Community
Virginia,51137110200,Low-Income Community
Virginia,51139030100,Low-Income Community
Virginia,51143010200,Low-Income Community
Virginia,51143011100,Low-Income Community
Virginia,51143011400,Low-Income Community
Virginia,51147930201,Low-Income Community
Virginia,51149850200,Low-Income Community
Virginia,51153900201,Low-Income Community
Virginia,51153900203,Low-Income Community
Virginia,51153900300,Low-Income Community
Virginia,51153900600,Low-Income Community
Virginia,51153901008,Low-Income Community
Virginia,51153901900,Low-Income Community
Virginia,51155210300,Low-Income Community
Virginia,51159040100,Low-Income Community
Virginia,51161030201,Non-LIC Contiguous
Virginia,51165010500,Low-Income Community
Virginia,51165011700,Low-Income Community
Virginia,51167030401,Low-Income Community
Virginia,51169030600,Low-Income Community
Virginia,51171040700,Low-Income Community
Virginia,51173030301,Low-Income Community
Virginia,51173030701,Low-Income Community
Virginia,51177020202,Low-Income Community
Virginia,51177020304,Low-Income Community
Virginia,51177020305,Low-Income Community
Virginia,51183870300,Low-Income Community
Virginia,51185020200,Low-Income Community
Virginia,51185020600,Low-Income Community
Virginia,51187020601,Low-Income Community
Virginia,51191010100,Low-Income Community
Virginia,51195930900,Low-Income Community
Virginia,51195931300,Low-Income Community
Virginia,51195931400,Non-LIC Contiguous
Virginia,51195931700,Low-Income Community
Virginia,51197050100,Low-Income Community
Virginia,51510200102,Low-Income Community
Virginia,51510200104,Low-Income Community
Virginia,51510200303,Low-Income Community
Virginia,51510201203,Low-Income Community
Virginia,51520020100,Low-Income Community
Virginia,51520020400,Low-Income Community
Virginia,51530930600,Low-Income Community
Virginia,51540000401,Low-Income Community
Virginia,51540000501,Low-Income Community
Virginia,51550020300,Low-Income Community
Virginia,51550020500,Low-Income Community
Virginia,51550021403,Low-Income Community
Virginia,51580060200,Low-Income Community
Virginia,51590000300,Low-Income Community
Virginia,51590000400,Low-Income Community
Virginia,51590000500,Low-Income Community
Virginia,51590000600,Low-Income Community
Virginia,51595890100,Low-Income Community
Virginia,51620090200,Low-Income Community
Virginia,51630000200,Low-Income Community
Virginia,51630000500,Low-Income Community
Virginia,51640070101,Low-Income Community
Virginia,51640070102,Low-Income Community
Virginia,51650010313,Low-Income Community
Virginia,51650010314,Low-Income Community
Virginia,51650010502,Low-Income Community
Virginia,51650010601,Low-Income Community
Virginia,51660000101,Low-Income Community
Virginia,51660000302,Low-Income Community
Virginia,51670820300,Low-Income Community
Virginia,51670820600,Low-Income Community
Virginia,51678930500,Low-Income Community
Virginia,51680000500,Low-Income Community
Virginia,51680000600,Low-Income Community
Virginia,51680001400,Low-Income Community
Virginia,51680001600,Low-Income Community
Virginia,51683910201,Low-Income Community
Virginia,51690000100,Low-Income Community
Virginia,51690000200,Low-Income Community
Virginia,51700030100,Low-Income Community
Virginia,51700030400,Low-Income Community
Virginia,51700030800,Low-Income Community
Virginia,51700032113,Low-Income Community
Virginia,51700032128,Low-Income Community
Virginia,51700032225,Low-Income Community
Virginia,51700032400,Low-Income Community
Virginia,51710001100,Low-Income Community
Virginia,51710002500,Low-Income Community
Virginia,51710002600,Low-Income Community
Virginia,51710002700,Low-Income Community
Virginia,51710002900,Low-Income Community
Virginia,51710003501,Low-Income Community
Virginia,51710004100,Low-Income Community
Virginia,51710004200,Low-Income Community
Virginia,51710004700,Low-Income Community
Virginia,51710004800,Low-Income Community
Virginia,51710005000,Low-Income Community
Virginia,51710005701,Low-Income Community
Virginia,51710006502,Low-Income Community
Virginia,51710006800,Low-Income Community
Virginia,51710006901,Low-Income Community
Virginia,51710007001,Low-Income Community
Virginia,51720960100,Low-Income Community
Virginia,51730810100,Low-Income Community
Virginia,51730811200,Low-Income Community
Virginia,51730811300,Low-Income Community
Virginia,51740210200,Low-Income Community
Virginia,51740210500,Low-Income Community
Virginia,51740211400,Low-Income Community
Virginia,51740211700,Low-Income Community
Virginia,51740211800,Low-Income Community
Virginia,51740211900,Low-Income Community
Virginia,51740212000,Low-Income Community
Virginia,51740212100,Low-Income Community
Virginia,51750010102,Low-Income Community
Virginia,51750010200,Low-Income Community
Virginia,51760020200,Low-Income Community
Virginia,51760020300,Low-Income Community
Virginia,51760020500,Low-Income Community
Virginia,51760021100,Low-Income Community
Virginia,51760030200,Low-Income Community
Virginia,51760040200,Low-Income Community
Virginia,51760060200,Low-Income Community
Virginia,51760060700,Low-Income Community
Virginia,51760060800,Low-Income Community
Virginia,51760060900,Low-Income Community
Virginia,51760061000,Low-Income Community
Virginia,51770000601,Low-Income Community
Virginia,51770000602,Low-Income Community
Virginia,51770001100,Non-LIC Contiguous
Virginia,51770001200,Low-Income Community
Virginia,51775010100,Low-Income Community
Virginia,51790000200,Low-Income Community
Virginia,51790000300,Low-Income Community
Virginia,51800065400,Low-Income Community
Virginia,51810040200,Low-Income Community
Virginia,51810041002,Low-Income Community
Virginia,51810044200,Low-Income Community
Virginia,51810044805,Low-Income Community
Virginia,51810044806,Low-Income Community
Virginia,51810045407,Low-Income Community
Virginia,51810045408,Low-Income Community
Virginia,51810045604,Low-Income Community
Virginia,51820003200,Low-Income Community
